path,split,instrument,family,pitch,velocity
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-067-100.wav,train,guitar_acoustic_010,other,67,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-068-025.wav,train,guitar_acoustic_010,other,68,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-068-100.wav,train,guitar_acoustic_010,other,68,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-069-050.wav,train,guitar_acoustic_010,other,69,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-069-075.wav,train,guitar_acoustic_010,other,69,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-069-127.wav,train,guitar_acoustic_010,other,69,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-070-050.wav,train,guitar_acoustic_010,other,70,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-070-075.wav,train,guitar_acoustic_010,other,70,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-070-100.wav,train,guitar_acoustic_010,other,70,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-071-025.wav,train,guitar_acoustic_010,other,71,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-071-050.wav,train,guitar_acoustic_010,other,71,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-071-100.wav,train,guitar_acoustic_010,other,71,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-071-127.wav,train,guitar_acoustic_010,other,71,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-072-025.wav,train,guitar_acoustic_010,other,72,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-072-075.wav,train,guitar_acoustic_010,other,72,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-072-100.wav,train,guitar_acoustic_010,other,72,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-072-127.wav,train,guitar_acoustic_010,other,72,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-073-025.wav,train,guitar_acoustic_010,other,73,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-073-050.wav,train,guitar_acoustic_010,other,73,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-073-100.wav,train,guitar_acoustic_010,other,73,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-073-127.wav,train,guitar_acoustic_010,other,73,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-074-025.wav,train,guitar_acoustic_010,other,74,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-074-050.wav,train,guitar_acoustic_010,other,74,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-074-127.wav,train,guitar_acoustic_010,other,74,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-075-025.wav,train,guitar_acoustic_010,other,75,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-075-050.wav,train,guitar_acoustic_010,other,75,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-075-075.wav,train,guitar_acoustic_010,other,75,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-075-100.wav,train,guitar_acoustic_010,other,75,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-075-127.wav,train,guitar_acoustic_010,other,75,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-076-025.wav,train,guitar_acoustic_010,other,76,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-076-075.wav,train,guitar_acoustic_010,other,76,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-076-100.wav,train,guitar_acoustic_010,other,76,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-077-050.wav,train,guitar_acoustic_010,other,77,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-077-100.wav,train,guitar_acoustic_010,other,77,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-078-025.wav,train,guitar_acoustic_010,other,78,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-078-050.wav,train,guitar_acoustic_010,other,78,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-078-075.wav,train,guitar_acoustic_010,other,78,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-078-100.wav,train,guitar_acoustic_010,other,78,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-078-127.wav,train,guitar_acoustic_010,other,78,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-079-025.wav,train,guitar_acoustic_010,other,79,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-079-050.wav,train,guitar_acoustic_010,other,79,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-079-075.wav,train,guitar_acoustic_010,other,79,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-079-127.wav,train,guitar_acoustic_010,other,79,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-080-050.wav,train,guitar_acoustic_010,other,80,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-081-025.wav,train,guitar_acoustic_010,other,81,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-081-050.wav,train,guitar_acoustic_010,other,81,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-081-075.wav,train,guitar_acoustic_010,other,81,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-081-100.wav,train,guitar_acoustic_010,other,81,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-081-127.wav,train,guitar_acoustic_010,other,81,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-082-025.wav,train,guitar_acoustic_010,other,82,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-082-050.wav,train,guitar_acoustic_010,other,82,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-082-075.wav,train,guitar_acoustic_010,other,82,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-082-100.wav,train,guitar_acoustic_010,other,82,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-083-050.wav,train,guitar_acoustic_010,other,83,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-083-075.wav,val,guitar_acoustic_010,other,83,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-083-100.wav,train,guitar_acoustic_010,other,83,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-083-127.wav,train,guitar_acoustic_010,other,83,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-084-050.wav,train,guitar_acoustic_010,other,84,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-084-075.wav,train,guitar_acoustic_010,other,84,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-084-100.wav,train,guitar_acoustic_010,other,84,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-084-127.wav,train,guitar_acoustic_010,other,84,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-085-025.wav,train,guitar_acoustic_010,other,85,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-085-050.wav,train,guitar_acoustic_010,other,85,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-085-075.wav,train,guitar_acoustic_010,other,85,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-085-100.wav,train,guitar_acoustic_010,other,85,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-085-127.wav,train,guitar_acoustic_010,other,85,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-086-025.wav,val,guitar_acoustic_010,other,86,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-086-050.wav,train,guitar_acoustic_010,other,86,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-086-100.wav,val,guitar_acoustic_010,other,86,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-086-127.wav,train,guitar_acoustic_010,other,86,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-087-025.wav,train,guitar_acoustic_010,other,87,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-087-075.wav,train,guitar_acoustic_010,other,87,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-088-025.wav,train,guitar_acoustic_010,other,88,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-088-050.wav,val,guitar_acoustic_010,other,88,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-088-075.wav,train,guitar_acoustic_010,other,88,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-088-127.wav,train,guitar_acoustic_010,other,88,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-089-025.wav,train,guitar_acoustic_010,other,89,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-089-050.wav,train,guitar_acoustic_010,other,89,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-089-075.wav,train,guitar_acoustic_010,other,89,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-089-127.wav,val,guitar_acoustic_010,other,89,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-090-050.wav,train,guitar_acoustic_010,other,90,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-090-100.wav,train,guitar_acoustic_010,other,90,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-090-127.wav,train,guitar_acoustic_010,other,90,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-091-025.wav,train,guitar_acoustic_010,other,91,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-091-050.wav,train,guitar_acoustic_010,other,91,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-091-075.wav,train,guitar_acoustic_010,other,91,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-091-100.wav,val,guitar_acoustic_010,other,91,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-092-025.wav,train,guitar_acoustic_010,other,92,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-092-050.wav,train,guitar_acoustic_010,other,92,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-092-100.wav,val,guitar_acoustic_010,other,92,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-092-127.wav,train,guitar_acoustic_010,other,92,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-093-025.wav,train,guitar_acoustic_010,other,93,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-093-050.wav,train,guitar_acoustic_010,other,93,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-093-075.wav,train,guitar_acoustic_010,other,93,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-093-100.wav,train,guitar_acoustic_010,other,93,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-094-025.wav,train,guitar_acoustic_010,other,94,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-094-050.wav,train,guitar_acoustic_010,other,94,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-094-075.wav,train,guitar_acoustic_010,other,94,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-095-025.wav,train,guitar_acoustic_010,other,95,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-095-050.wav,train,guitar_acoustic_010,other,95,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-095-100.wav,train,guitar_acoustic_010,other,95,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-095-127.wav,train,guitar_acoustic_010,other,95,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-096-025.wav,train,guitar_acoustic_010,other,96,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-096-050.wav,train,guitar_acoustic_010,other,96,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-096-100.wav,train,guitar_acoustic_010,other,96,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-096-127.wav,train,guitar_acoustic_010,other,96,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-097-075.wav,train,guitar_acoustic_010,other,97,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-097-100.wav,train,guitar_acoustic_010,other,97,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-097-127.wav,train,guitar_acoustic_010,other,97,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-098-025.wav,val,guitar_acoustic_010,other,98,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-098-075.wav,val,guitar_acoustic_010,other,98,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-098-127.wav,train,guitar_acoustic_010,other,98,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-099-025.wav,train,guitar_acoustic_010,other,99,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-099-050.wav,val,guitar_acoustic_010,other,99,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-099-075.wav,train,guitar_acoustic_010,other,99,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-099-100.wav,train,guitar_acoustic_010,other,99,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-099-127.wav,train,guitar_acoustic_010,other,99,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-100-025.wav,train,guitar_acoustic_010,other,100,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-100-050.wav,val,guitar_acoustic_010,other,100,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-100-075.wav,train,guitar_acoustic_010,other,100,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-100-100.wav,train,guitar_acoustic_010,other,100,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-100-127.wav,train,guitar_acoustic_010,other,100,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-101-025.wav,train,guitar_acoustic_010,other,101,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-101-100.wav,val,guitar_acoustic_010,other,101,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-101-127.wav,train,guitar_acoustic_010,other,101,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-102-025.wav,train,guitar_acoustic_010,other,102,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-102-075.wav,train,guitar_acoustic_010,other,102,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-102-127.wav,train,guitar_acoustic_010,other,102,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-103-025.wav,train,guitar_acoustic_010,other,103,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-103-075.wav,train,guitar_acoustic_010,other,103,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-103-100.wav,train,guitar_acoustic_010,other,103,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-103-127.wav,train,guitar_acoustic_010,other,103,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-104-025.wav,train,guitar_acoustic_010,other,104,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-104-050.wav,train,guitar_acoustic_010,other,104,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-104-075.wav,train,guitar_acoustic_010,other,104,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-104-127.wav,train,guitar_acoustic_010,other,104,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-105-025.wav,train,guitar_acoustic_010,other,105,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-105-050.wav,train,guitar_acoustic_010,other,105,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-105-075.wav,train,guitar_acoustic_010,other,105,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-105-100.wav,train,guitar_acoustic_010,other,105,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-105-127.wav,train,guitar_acoustic_010,other,105,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-106-025.wav,train,guitar_acoustic_010,other,106,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-106-100.wav,train,guitar_acoustic_010,other,106,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-106-127.wav,train,guitar_acoustic_010,other,106,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-107-025.wav,train,guitar_acoustic_010,other,107,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-107-050.wav,train,guitar_acoustic_010,other,107,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-107-075.wav,train,guitar_acoustic_010,other,107,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-107-127.wav,train,guitar_acoustic_010,other,107,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-108-025.wav,train,guitar_acoustic_010,other,108,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-108-100.wav,train,guitar_acoustic_010,other,108,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_010\guitar_acoustic_010-108-127.wav,train,guitar_acoustic_010,other,108,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-021-075.wav,train,guitar_acoustic_014,other,21,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-021-100.wav,val,guitar_acoustic_014,other,21,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-021-127.wav,train,guitar_acoustic_014,other,21,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-022-025.wav,train,guitar_acoustic_014,other,22,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-022-050.wav,train,guitar_acoustic_014,other,22,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-022-075.wav,val,guitar_acoustic_014,other,22,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-022-100.wav,train,guitar_acoustic_014,other,22,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-023-075.wav,train,guitar_acoustic_014,other,23,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-023-100.wav,train,guitar_acoustic_014,other,23,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-023-127.wav,train,guitar_acoustic_014,other,23,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-024-025.wav,train,guitar_acoustic_014,other,24,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-024-050.wav,train,guitar_acoustic_014,other,24,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-024-100.wav,train,guitar_acoustic_014,other,24,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-024-127.wav,train,guitar_acoustic_014,other,24,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-025-025.wav,train,guitar_acoustic_014,other,25,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-025-075.wav,train,guitar_acoustic_014,other,25,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-026-050.wav,train,guitar_acoustic_014,other,26,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-026-075.wav,train,guitar_acoustic_014,other,26,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-026-127.wav,train,guitar_acoustic_014,other,26,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-027-075.wav,train,guitar_acoustic_014,other,27,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-027-127.wav,train,guitar_acoustic_014,other,27,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-028-025.wav,train,guitar_acoustic_014,other,28,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-028-075.wav,train,guitar_acoustic_014,other,28,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-028-100.wav,train,guitar_acoustic_014,other,28,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-028-127.wav,train,guitar_acoustic_014,other,28,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-029-025.wav,train,guitar_acoustic_014,other,29,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-029-050.wav,train,guitar_acoustic_014,other,29,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-029-075.wav,train,guitar_acoustic_014,other,29,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-029-127.wav,train,guitar_acoustic_014,other,29,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-030-025.wav,train,guitar_acoustic_014,other,30,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-030-050.wav,train,guitar_acoustic_014,other,30,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-030-075.wav,train,guitar_acoustic_014,other,30,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-030-100.wav,train,guitar_acoustic_014,other,30,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-030-127.wav,train,guitar_acoustic_014,other,30,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-031-025.wav,train,guitar_acoustic_014,other,31,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-031-050.wav,val,guitar_acoustic_014,other,31,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-031-075.wav,train,guitar_acoustic_014,other,31,75
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-031-100.wav,train,guitar_acoustic_014,other,31,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-031-127.wav,train,guitar_acoustic_014,other,31,127
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-032-025.wav,train,guitar_acoustic_014,other,32,25
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-032-050.wav,train,guitar_acoustic_014,other,32,50
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-032-100.wav,train,guitar_acoustic_014,other,32,100
D:\ELEC 5305 project\nsynth\processed_16k\guitar_acoustic_014\guitar_acoustic_014-032-127.wav,train,guitar_acoustic_014,other,32,127
